social_media_post_id,platform,post_date,post_text,engagement_count,reach_count,hashtags,trend_score,brand,collabs,collabs_status,jenis_konten
7779,TikTok,2024-11-17,"Church use give. Least class her call top strong.
Four our want institution general event long. Authority kind both of value. Pull cell speak. Course strong night community.",64106,804926,{#discuss},4.2,Nike,,,Video
7780,TikTok,2024-12-31,Evening administration what director conference focus property. What and any save whatever force very. Rate material use.,95566,626093,"{#necessary,#you,#possible,#within}",91.9,Reebok,,,Video
7781,Instagram,2024-02-25,Accept early enter attack statement cost expect team. Today and relationship study. Majority send strong attorney.,2972,755619,"{#piece,#serve,#bag}",71.2,Nike,,,Video
7782,Instagram,2024-06-09,"Late outside worry actually collection hotel technology. Social you spend phone group recent inside. Condition center feel enough join magazine.
Light region possible data. Show truth mention third.",14222,655088,"{#course,#effort}",69.6,Converse,,,Video
7783,Instagram,2024-05-14,Nation these table. Week ten around evening office. Up game result yard believe.,5452,611333,"{#sort,#act,#quite}",64.3,Nike,,,Video
7784,Instagram,2024-08-03,"Television brother save crime. He tell professional somebody. Nice wall debate fund national vote.
Hit physical or. Unit message design interesting area thing station.",82067,339142,"{#over,#establish,#professional,#eat,#road}",63.1,Adidas,,,Image
7785,Instagram,2024-03-19,Change seek participant. Medical thank station. Officer fine argue safe about PM crime side. Court less sign speech.,27557,609619,"{#before,#international,#choose,#fact,#painting}",2.9,Puma,,,Image
7786,TikTok,2024-03-10,Better culture fire community strong difference reflect owner. Environmental heart force direction building hear. Personal vote see size necessary.,69254,931651,"{#guy,#according}",55.4,Converse,@Salazar-Singh,Ada,Image
7787,TikTok,2024-08-15,American admit together training police ahead catch. Area about plant. Many thousand raise interview expect.,91173,441680,"{#provide,#whose}",73.5,Puma,,,Image
7788,Instagram,2024-07-26,"Senior nature sea strong bill. Popular edge fund admit direction arm.
Cut tree wife couple become send. Style seek role different.
Me music rule. Little our for.",42192,713836,"{#up,#do,#let,#operation,#arm}",18.6,Nike,,,Image
7789,TikTok,2024-02-11,"Hear major about industry doctor purpose control.
Someone American kitchen industry pattern yeah. Street lead begin.",32505,486760,"{#one,#member}",69.3,Reebok,,,Video
7790,TikTok,2024-09-14,Each idea window environment course throw. Card help decide away skin gas do site.,8400,609728,"{#author,#front,#different,#ever,#look}",86.9,Converse,@Perez-Smith,Ada,Video
7791,Instagram,2024-07-10,"Tell Mr too light responsibility. Season special side threat else body live. Gas production process whom.
Either develop whatever.",46107,760788,"{#painting,#speech,#adult}",26.2,Converse,@Perkins Inc,Tidak Ada,Video
7792,TikTok,2024-03-26,"Already across beautiful heart his.
Color price law she member help box. Physical physical fight guy.",64385,528012,{#paper},86.5,Reebok,,,Image
7793,TikTok,2024-05-03,"Medical now city race. Condition amount oil wear indeed foreign. Around lawyer better.
Unit people require. Conference statement she need. Eat much significant wear history important.",71155,592013,"{#book,#red,#best,#major,#main}",1.0,Adidas,,,Image
7794,TikTok,2024-05-26,"Perhaps marriage late blood. Use college song marriage language challenge every recently.
Line hot control art visit. Indicate idea she direction.",84278,379733,{#any},91.1,Puma,,,Video
7795,Instagram,2024-07-13,"Medical town feel standard. Off trade research maybe night.
Book little himself back quality cost seem. Take after type physical management son. Occur culture maintain red.",13078,793809,"{#require,#vote}",21.9,Adidas,,,Image
7796,TikTok,2024-12-12,"Rate lay military ask scientist message.
Down mean we what best. Simply various practice another front organization understand hear. Character happy heavy let.",30315,115847,"{#color,#manager}",13.4,Nike,,,Video
7797,Instagram,2024-09-29,"At must develop. Husband blue production medical arrive direction everyone resource.
Agent difference paper choice send physical summer. Certain leader soon lay.",80421,498390,"{#ball,#them}",69.7,Nike,,,Video
7798,TikTok,2024-12-05,You true design them. Young commercial seven parent. Money sing talk challenge many support impact six.,70918,198156,"{#wrong,#decide}",68.7,Puma,"@Santos, Horton and Dixon",Tidak Ada,Image
7799,Instagram,2024-07-01,"Billion if standard material economy speech. Evidence need whose poor.
Degree such able visit describe standard significant. Message meeting hold end notice.",52792,294901,"{#lose,#voice,#resource,#however,#protect}",5.4,Reebok,"@Rodriguez, Johnson and Keller",Tidak Ada,Video
7800,Instagram,2024-07-15,Add over realize nice worker make today finally. Page story contain former they central chair side. Despite catch employee watch reason seek wait.,61598,228855,"{#rich,#follow,#financial,#young}",92.7,Nike,,,Image
7801,Instagram,2024-05-05,"Southern structure standard one. Lot pay computer how. Push several remain site pull nature matter.
Member mission conference watch nature. Control statement or crime require gas.",15078,704743,{#respond},96.1,Adidas,@Martinez-Simon,Tidak Ada,Video
7802,TikTok,2024-08-09,"Computer see language age many carry church. Interest inside set.
Number study once brother nothing. Our fear carry claim.",7093,513119,{#once},65.4,Nike,,,Image
7803,Instagram,2024-12-24,"Truth subject drive yourself. Behind write expect worry build girl.
Particularly like simply evening choice. Piece front fire bag. Rate sure for collection power.",54910,300378,"{#computer,#can,#American,#policy,#best}",46.0,Reebok,"@Arnold, Robinson and Marquez",Ada,Video
7804,Instagram,2024-11-17,"That site view it. Everybody arrive become.
Huge buy night. Position between main evening. Service heavy section value grow suffer both picture. Discussion after peace alone.",64411,369355,"{#much,#reduce,#after,#chair}",92.8,Reebok,,,Image
7805,Instagram,2024-05-16,"Population born herself budget western green.
Live five federal while radio industry how. Forward situation step organization floor deep always. Share hot sign important.",61616,211139,{#computer},52.4,Nike,,,Image
7806,TikTok,2024-03-24,"Article film perform everything practice key. Mind reason follow sing.
Third prove its catch fly. Life environmental who official because senior much.",7877,78851,"{#plant,#year,#worry,#need,#develop}",87.5,Reebok,,,Image
7807,TikTok,2024-11-19,"Film sport cover. Rule feel house sort.
Policy carry child. Bring seek face or environment report town. Land hospital owner down. Economy machine important campaign community might.",99763,992338,"{#thing,#artist,#international,#stand,#affect}",22.7,Reebok,,,Image
7808,TikTok,2024-03-23,"Officer nearly some arm. Sister point size quickly course husband reflect billion. Teacher official challenge then.
Player Mrs down attorney per argue. Available career race.",54741,282433,"{#shake,#letter,#threat}",55.8,Reebok,,,Video
7809,TikTok,2024-08-31,"Generation discussion size then protect save. Measure spend east organization wait increase special practice.
Thank fear gas direction. Certain plant part budget need from water.",69784,710757,{#middle},30.6,Adidas,,,Video
7810,TikTok,2024-03-30,Development start land public accept building thus. Discover design assume hand. When arm account property fly with.,72948,482087,"{#free,#up,#use}",67.7,Puma,,,Video
7811,TikTok,2024-12-13,"End rich off message others management five. Everyone radio situation red could him. Capital institution western easy black.
Type attorney mission. Nature per light walk board.",35184,298604,{#dog},62.9,Nike,"@Garcia, Young and Hill",Ada,Image
7812,Instagram,2024-11-21,Dinner husband probably despite behavior stuff. Listen treatment pressure interview actually popular.,49146,618354,{#security},3.6,Nike,@Sanders Inc,Tidak Ada,Video
7813,Instagram,2024-09-09,"Although parent garden. Task make according card hold consider. Exist adult physical thus green product.
Record question people green. Several animal positive hand. Score forward risk themselves.",49838,124700,{#authority},69.2,Reebok,@Rollins-Golden,Tidak Ada,Video
7814,TikTok,2024-04-01,Peace sit traditional total memory table. Explain family him much career his. Hope she produce prove.,13819,118077,"{#maintain,#believe,#over,#skin,#personal}",66.7,Reebok,,,Image
7815,TikTok,2024-01-26,To dream today sit tonight fish drop gas. Role pay land look. Best business position work would over somebody model.,68138,249861,"{#stage,#once}",11.0,Reebok,"@Willis, Ryan and Richards",Tidak Ada,Image
7816,TikTok,2024-10-19,Century adult approach system say. Several its bill wife approach road. Now agency send choose ok television agreement these. Practice book employee stay people.,5116,79017,"{#score,#pass,#expert}",3.3,Nike,,,Image
7817,TikTok,2024-02-14,"Involve language will dark. Close stock create federal administration grow. Store or provide yourself child.
Every leader tree whom different direction organization raise. May support event same.",9144,398559,"{#bag,#word}",9.8,Adidas,,,Image
7818,Instagram,2025-01-02,"Suddenly though arrive maybe per actually. Election show wear situation each market. Reason concern enjoy kitchen ten alone much.
Because upon here. Fear beyond property strategy.",50301,233728,"{#discuss,#act}",21.2,Reebok,,,Image
7819,TikTok,2024-01-11,"Relate wide address civil direction work. Wait fall management set start chair. Heart election window past start factor than.
Check door matter collection. Hair safe fill moment.",71685,703358,"{#official,#hear,#perform,#million}",20.9,Adidas,,,Image
7820,Instagram,2024-10-23,"There easy per dark. With country instead according because however wall. Room performance all.
Market later him edge. Last particular door agency degree.",80755,993260,"{#show,#scientist,#everybody,#history}",65.1,Puma,,,Image
7821,Instagram,2024-03-27,"Answer attorney growth lead rise role style. Evening wide peace site some whom.
Heart politics ability cost final while trial. Amount amount visit.",51564,628086,"{#member,#should,#record,#these,#occur}",71.1,Adidas,,,Video
7822,TikTok,2024-05-15,These our likely why. Reason arrive senior color nice. Be yet easy large white purpose against indicate. Community sure happy example system eye seat.,41833,855204,"{#game,#step,#clearly,#door}",38.5,Adidas,,,Video
7823,Instagram,2024-06-20,"Hand rule stage view everything network. Focus any different to discover environment.
Tough total significant event case. Certain want lawyer service. Law government eight country responsibility.",3001,355483,"{#however,#police,#evidence,#system}",95.8,Converse,,,Video
7824,TikTok,2024-02-15,Financial politics small him then area likely. Response have eat suffer Mrs point begin. Process middle former pass. Thus against concern behavior door raise.,32832,717558,{#certainly},8.7,Reebok,,,Video
7825,Instagram,2024-07-21,Explain example various party do from section Congress. Environmental ahead south religious.,16787,320738,"{#his,#someone}",61.9,Puma,@Edwards LLC,Tidak Ada,Image
7826,Instagram,2024-05-05,"Decision measure indicate.
Lay life stand later life particular early. Follow weight consider free. Picture east road anyone laugh deal anything.",13822,955380,{#every},15.2,Converse,,,Image
7827,TikTok,2024-07-05,"Develop very attention.
Fund property result window maybe past study. Tree bank fund night.
Window along garden door reach plan design. Task hear bad run how.",23420,846054,"{#teacher,#such,#management,#join}",64.6,Adidas,,,Video
7828,Instagram,2024-05-28,"People land discover. Politics explain hot our. Professor middle statement put.
Significant fast feeling they much term mean public.
Who article north. Out sure player high second.",39289,589623,"{#over,#wait}",1.3,Reebok,,,Video
